"EPCI_EPT","VAR","loc","fra","b100","TYPO_FREI","LIB_VAR_SH","LIB_VAR_LG","Unite","Source"
"200067197","fam3",3.81387224818696,5.52734782524417,69.0000406844032,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067197","emp2",39.31,29.81,131.868500503187,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067197","for2",52.429219502374,48.5157951419143,108.066289234284,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067197","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067197","equ2",33.7044135175594,20.0468435617419,168.128281211722,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067197","equ3",35.9507704346115,26.3159246878169,136.612225719187,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067205","fam1",6.18761907821346,8.39564661886221,73.7003277902615,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067205","fam3",4.26249850005769,5.52734782524417,77.1165237799991,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067205","emp2",37.63,29.81,126.232807782623,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067205","for2",55.1727929863602,48.5157951419143,113.721300094069,"DEG","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067205","equ1",22.3067634782521,40.7,54.8077726738381,"DEG","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067205","equ2",27.4651859957231,20.0468435617419,137.005039776629,"DEG","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067205","equ3",29.8649044641658,26.3159246878169,113.486053856933,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067213","fam1",8.26296298425141,8.39564661886221,98.4196138709233,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067213","fam3",5.31490850688817,5.52734782524417,96.1565777100953,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067213","emp2",31.94,29.81,107.145253270715,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067213","for2",46.9546716791315,48.5157951419143,96.7822366752594,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067213","equ1",43.7558853129069,40.7,107.50831772213,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067213","equ2",18.5764721741289,20.0468435617419,92.6653221835928,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067213","equ3",27.8846588477774,26.3159246878169,105.961159178597,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067239","fam1",6.20835506235328,8.39564661886221,73.9473127466464,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067239","fam3",5.02399441432385,5.52734782524417,90.8934008346383,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067239","emp2",41.02,29.81,137.60483059376,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067239","for2",44.8360638139733,48.5157951419143,92.4153951982497,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067239","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067239","equ2",39.2293209920081,20.0468435617419,195.688268186393,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067239","equ3",27.3358077848961,26.3159246878169,103.875535855867,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067247","fam1",6.1355131425296,8.39564661886221,73.0796973844177,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067247","fam3",4.48714803633519,5.52734782524417,81.1808516164254,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067247","emp2",32.38,29.81,108.621268030862,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067247","for2",49.7073193929479,48.5157951419143,102.455951195994,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067247","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067247","equ2",23.755254537583,20.0468435617419,118.498727564864,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067247","equ3",24.7761249819242,26.3159246878169,94.1487911819204,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067254","fam1",7.2271824545338,8.39564661886221,86.0824994503311,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067254","fam3",3.37050976424874,5.52734782524417,60.9787889384335,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067254","emp2",28.91,29.81,96.9808788996981,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067254","for2",43.5634559271487,48.5157951419143,89.7923156772359,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067254","equ1",44.7979586187374,40.7,110.068694394932,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067254","equ2",22.1138431717016,20.0468435617419,110.310848207069,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067254","equ3",28.7301639850545,26.3159246878169,109.174062191914,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067262","fam1",6.14685009109788,8.39564661886221,73.2147310403461,"FAVP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067262","fam3",3.05066455178007,5.52734782524417,55.1921943078606,"FAVP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067262","emp2",43.66,29.81,146.460919154646,"FAVP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067262","for2",52.3704651692301,48.5157951419143,107.945185719497,"FAVP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067262","equ1",19.5025390671208,40.7,47.9177864057022,"FAVP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067262","equ2",39.644845688471,20.0468435617419,197.761036875305,"FAVP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067262","equ3",26.4593295226556,26.3159246878169,100.544935572434,"FAVP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067288","fam1",5.93126245622281,8.39564661886221,70.6468807643386,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067288","fam3",3.4305415635742,5.52734782524417,62.0648758145169,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067288","emp2",43.27,29.81,145.152633344515,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067288","for2",55.4946663125301,48.5157951419143,114.384740372083,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067288","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067288","equ2",54.5053600827578,20.0468435617419,271.889985647306,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067288","equ3",27.3684887899438,26.3159246878169,103.999723036957,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067296","fam1",6.55796439571472,8.39564661886221,78.1114867433935,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067296","fam3",4.76212469666928,5.52734782524417,86.1556907079376,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067296","emp2",43.98,29.81,147.534384434753,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067296","for2",44.1612532766584,48.5157951419143,91.024486247173,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067296","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067296","equ2",37.5491540461181,20.0468435617419,187.307063730363,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067296","equ3",24.7008645238271,26.3159246878169,93.8628029105985,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067304","fam1",6.77300145398126,8.39564661886221,80.6727791372804,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067304","fam3",5.48098610999618,5.52734782524417,99.1612303637514,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067304","emp2",37.41,29.81,125.494800402549,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067304","for2",63.7566847364226,48.5157951419143,131.414283842874,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067304","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067304","equ2",26.9162167793782,20.0468435617419,134.266607590763,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067304","equ3",23.3389113127197,26.3159246878169,88.6874073002824,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067320","fam1",7.95872302525378,8.39564661886221,94.7958315369443,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067320","fam3",5.04017799713509,5.52734782524417,91.186191940299,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067320","emp2",49.69,29.81,166.689030526669,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067320","for2",43.2173283599141,48.5157951419143,89.0788829359562,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067320","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067320","equ2",40.9235742540626,20.0468435617419,204.139739645411,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067320","equ3",21.5112645236908,26.3159246878169,81.7423851864478,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067346","fam1",5.61040619689211,8.39564661886221,66.8251827594483,"FAVP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067346","fam3",4.81184980943031,5.52734782524417,87.0553104592752,"FAVP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067346","emp2",35.62,29.81,119.490103991949,"FAVP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067346","for2",51.3108618554163,48.5157951419143,105.761147901062,"FAVP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067346","equ1",17.3320081504848,40.7,42.5847866105278,"FAVP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067346","equ2",13.5948318946762,20.0468435617419,67.8153239077551,"FAVP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067346","equ3",30.61598945858,26.3159246878169,116.340162170907,"FAVP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067361","fam1",5.70927301348366,8.39564661886221,68.0027789718643,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067361","fam3",2.81689626513636,5.52734782524417,50.9628913214255,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067361","emp2",41.42,29.81,138.946662193895,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067361","for2",49.353079825448,48.5157951419143,101.725798126331,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067361","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067361","equ2",48.3167333516666,20.0468435617419,241.019156970307,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067361","equ3",25.397832965574,26.3159246878169,96.511269381053,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067379","fam1",5.54373543285586,8.39564661886221,66.0310716318258,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067379","fam3",5.02885602338384,5.52734782524417,90.9813563824653,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067379","emp2",48.24,29.81,161.824890976183,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067379","for2",64.0695647064225,48.5157951419143,132.059187155465,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067379","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067379","equ2",56.7707437287641,20.0468435617419,283.190436209656,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067379","equ3",25.0342150600202,26.3159246878169,95.1295284395231,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067429","fam1",6.34483981609548,8.39564661886221,75.5729737580992,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067429","fam3",4.04668748893379,5.52734782524417,73.2121012984201,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067429","emp2",41.57,29.81,139.449849043945,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067429","for2",66.3685338794092,48.5157951419143,136.797786546162,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067429","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067429","equ2",37.9832413428784,20.0468435617419,189.472428544148,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067429","equ3",22.0743646004058,26.3159246878169,83.8821544835369,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067437","fam1",8.24033205687829,8.39564661886221,98.1500583691198,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067437","fam3",3.61609959999358,5.52734782524417,65.4219657297184,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067437","emp2",31.92,29.81,107.078161690708,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067437","for2",49.5926372821753,48.5157951419143,102.219570218547,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067437","equ1",39.1160288381399,40.7,96.1081789634887,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067437","equ2",20.5544557710021,20.0468435617419,102.532130346091,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067437","equ3",30.7370332510687,26.3159246878169,116.800126219006,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067445","fam1",7.35793287259605,8.39564661886221,87.6398591630242,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067445","fam3",3.7391960480992,5.52734782524417,67.6490093679606,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067445","emp2",34.64,29.81,116.20261657162,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067445","for2",46.2162001863386,48.5157951419143,95.2601107559938,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067445","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067445","equ2",28.728817922103,20.0468435617419,143.308435732647,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067445","equ3",28.5743679736583,26.3159246878169,108.582040390498,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067452","fam1",7.47514405401323,8.39564661886221,89.0359539099595,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067452","fam3",2.02830957212055,5.52734782524417,36.6958917051859,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067452","emp2",29.57,29.81,99.1949010399195,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067452","for2",41.3521631115359,48.5157951419143,85.2344334264254,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067452","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067452","equ2",28.2261408847209,20.0468435617419,140.80092358574,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067452","equ3",33.544654040377,26.3159246878169,127.469030400086,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067460","fam1",5.60875290872265,8.39564661886221,66.805490551754,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067460","fam3",5.67360306837881,5.52734782524417,102.646029302999,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067460","emp2",29.86,29.81,100.167728950017,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067460","for2",59.8763344471412,48.5157951419143,123.416166368079,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067460","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067460","equ2",27.3560286941046,20.0468435617419,136.460528610658,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067460","equ3",27.0879197618579,26.3159246878169,102.933566208291,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067478","fam1",5.21902273430039,8.39564661886221,62.1634398305306,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067478","fam3",3.335106840713,5.52734782524417,60.3382842216134,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067478","emp2",42.82,29.81,143.643072794364,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067478","for2",50.6550545894954,48.5157951419143,104.409408196493,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067478","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067478","equ2",30.9939498306759,20.0468435617419,154.60763054901,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067478","equ3",29.2730377489179,26.3159246878169,111.236971895082,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067486","fam1",7.01465742634837,8.39564661886221,83.5511276831112,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067486","fam3",5.70896809549526,5.52734782524417,103.285848403127,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067486","emp2",46.07,29.81,154.545454545455,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067486","for2",57.1199189873447,48.5157951419143,117.734685828115,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067486","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067486","equ2",48.1088094641271,20.0468435617419,239.98196681666,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067486","equ3",24.6118335686195,26.3159246878169,93.5244870191229,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067502","fam1",7.42602084294726,8.39564661886221,88.4508505427501,"DEGP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067502","fam3",5.31882971960998,5.52734782524417,96.227519739542,"DEGP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067502","emp2",37.65,29.81,126.29989936263,"DEGP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067502","for2",61.7582500379509,48.5157951419143,127.295141422089,"DEGP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067502","equ1",53.9984031530758,40.7,132.674209221316,"DEGP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
"200067502","equ2",26.0354579364441,20.0468435617419,129.873103744527,"DEGP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2021"
"200067502","equ3",22.575419022105,26.3159246878169,85.7861515029962,"DEGP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2021, Insee-METRIC 2024"
"200067544","fam1",6.41515663255548,8.39564661886221,76.4105127786437,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2021"
"200067544","fam3",3.34758678725429,5.52734782524417,60.5640696604146,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2021"
"200067544","emp2",43.32,29.81,145.320362294532,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2021"
"200067544","for2",60.9327269121147,48.5157951419143,125.59358603498,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2021"
"200067544","equ1",NA,NA,NA,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2021"
